"http://unblockproject.pw/","200","10.127.5.17","['185.107.56.54']","[ConnectionError(ProtocolError('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)))]","['10.126.192.2', '10.10.254.61', '10.127.1.5', '138.44.5.105', '202.158.194.177', '198.32.176.70', '195.22.209.211', '185.107.56.54', '79.140.91.56', '185.107.56.54']","10","['185.107.56.54']","[]","['162.210.199.65']","['192.157.56.140']","[ConnectionError(ProtocolError('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)))]","[]","[ConnectionError(ProtocolError('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)))]","[ConnectionError(ProtocolError('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)))]"
"https://katcr.to/","200","10.127.5.17","['104.21.64.163'; '172.67.152.196']","[403, 403]","['10.126.192.3', '10.10.254.61', '10.127.1.7', '113.197.15.143', '104.21.64.163', '198.32.176.171', '202.158.194.177', '104.21.64.163']","8","['104.21.64.163', '172.67.152.196']","[]","['172.67.152.196', '104.21.64.163']","['104.21.64.163', '172.67.152.196']","[403, 403]","[]","[403, 403]","[403, 403]"
"http://nocensor.surf/","404","10.127.5.17","['72.52.178.23']","[404]","['10.126.192.3', '10.10.254.61', '10.127.1.4', '137.111.189.12', '202.158.194.121', '64.125.193.129', '64.125.29.0', '209.59.157.156', '209.59.157.223', '72.52.178.23']","10","['72.52.178.23']","[]","['72.52.178.23']","['72.52.178.23']","[404]","[]","[404]","[404]"
